hash,hash_after,subject,cjk_count,cjk_count_after
e8205913be80e5f08ffc8e00d52a52b6ee85a7b4,c4c048a51ebce769748cdf4bc0b4d7b141cae1f5,chore(wenshu): v0.32 -- delete RegionHoverWash.swift (self-written ShapeStyle wrapper),0,0
b38f186d9dd92bc35f2bae14c3100c2e62f1ac85,deeb9592787df35727f4f4ff08ad030f12fcdc57,chore(wenshu): v0.32 -- ComponentIndex §4.2 update for RegionHoverWashStyle deletion,0,0
672abc9f18c325f8d7414437ec3a9b29bda3638f,529c6980fbab5691ec700d0528e2ddb63d0a3ca3,fix(wenshu): v0.32 -- window-level + content-tier use Apple canonical NSColor (Monterey 12 reference),0,0
b11491baed619c383572f6e2778a8b460f2a2d48,a00af63ac6d1538237d928e069fb8857cdd7b031,refactor(wenshu): v0.33 -- R1 colors: 35 violations migrated to Apple semantic ShapeStyle (.quaternary / .tertiary / .separator / .tint.opacity / 裸 NSColor),0,0
43c75d3957bf3cf4d6119e44239f56732c275962,ced1db641987670795f2c9b5ba0699a0ab0946f1,refactor(wenshu): v0.33 -- R2 fonts: 44 violations migrated to Apple 11 text styles (.caption / .body / .title2 / .title3 / .caption2.weight / .body.weight),0,0
f543f3440d63771ba501a2099b4120bc04433bc6,b522477bb06e2bf677a99a20a4c7c13ffb7ac450,refactor(wenshu): v0.33 -- R3 dark mode: zero violations (audit-only commit),0,0
cc22ceeeb4bda70b911af37e51226bf9f9e76c82,6b6e2cab164e70be43cdb3431b08843698923c8c,"refactor(wenshu): v0.33 -- R6 padding: 50+ magic-number paddings migrated to DesignTokens (= 11 files, +45 DesignTokens / -58 inline)",0,0
4355e11e6c7a40b33e1b15707d231984658f5b31,e7f1353468502be20673136017297b72dbb858b5,"refactor(wenshu): v0.33 -- R8 window: delete dead NSWindow ProviderKeyPrompt + ProviderKeyInputSheet (= 69 LOC, R8 zero NSWindow violations remaining)",0,0
cad92517975b01224dbef146a58606ba5b0e4866,07adf64cf0aa5dd1913207d5e0696ecf853e0154,refactor(wenshu): v0.33 -- R9 + R10 + R11 audit-only (zero violations),0,0
4b486b2061d1ee42e49b7c57b962b80e1820788e,6a32b6d90edac7d6f6e55e1a56288e830a83ee4e,"refactor(wenshu): v0.34 -- Apple-API-first #1: delete dead TabStripScroll.swift (171 LOC, ScrollViewReader + tabStripScrollLeft pure function + withAnimation)",0,0
8cb9f7b74725bbb199e716564ef4529c03ddd7b0,f834a3d42d973de487eb06cacdd1afdc8c7ca8e7,"refactor(wenshu): v0.34 -- Apple-API-first #2: NSOpenPanel/NSSavePanel audit (3 sites, retained: Apple .fileImporter/.fileExporter NOT equivalent)",0,0
a45d0a2f56e13fe17d1d54210a2f2f2e31cd3fff,34813d5a19e2a57fe9a5d78d9dbd9d7d00f0023c,"refactor(wenshu): v0.34 -- Apple-API-first #3: delete 3 self-written ButtonStyle (IconButtonStyle + TitlebarButtonStyle + TitlebarControlStyle, all no-op / zero-callers)",0,0
059638888095410bcb46419b34e92b035e1caa77,2a1e94ec04fcf131818cb999078e4a37a45105ca,"refactor(wenshu): v0.34 -- Apple-API-first #4: delete self-written ShapeStyle wrapper RegionSelectionBackgroundStyle (125 LOC, zero callers)",0,0
8d49059a380d1e5b5048cf44dd452d363011af22,e44210f0069a54f3075151ecbb3a104e85c6afc3,"refactor(wenshu): v0.34 -- Apple-API-first #5: UserDefaults raw UI state audit (17 sites, 1 dead-duplicate write fixed)",0,0
fab34e78e397aa12f38240563e77bd42fdc485cc,766d163a1585dfcb9916a867fb1f8388641cbd0f,"refactor(wenshu): v0.34 -- Apple-API-first #6: NotificationCenter audit (32 sites, retained: @FocusedValue not viable for .commands sender)",0,0
cdef4d25d8004960c139e1786a604efb5464523b,3616eca9381e73a9aaaec6075eff86e87ac115ea,refactor(wenshu): v0.34 -- zone-toggle animation: route through NSSplitViewItem.animator() for AppKit canonical push/pop default,0,0
d49e833613edc207647e1a7916a75cd6ed57df8b,3d288515f0351d0be9ecdadfdf2d25f9e96385ed,"refactor(wenshu): v0.34 -- delete dead chrome components (AppTitlebar + AppStatusbar + WenshuChromeOverlay + TitlebarStatusbarPolish, = 660 LOC of dead code)",0,0
3e7a6eaa4cca2f15df1e3e63b4013ce59eb2e2ef,0444cbecf907cf6366e5d43cce1923bb0484dd44,refactor(wenshu): v0.34 -- per-pane chrome spacing: 4 PT Apple HIG toolbar gap (= DesignTokens.chromePaddingClusterGap),0,0
4fd5026f790798173e3945bd60a14ac295415684,352ec91f5cbf1fdf299ee7a654db79f85d81b1cb,"refactor(wenshu): v0.34 -- delete dead ZonePerRegionChrome.topBar (= 65 LOC, zero active caller)",0,0
7c93e3bdc5a44426d4a95c14537b752e5316d8a9,006ebb61960dc880e1b6ffc26b27a18b89880435,"refactor(wenshu): v0.34 -- chrome parent controls symmetric outer inset (PaneTabBar: .padding(.horizontal, 18 PT) replaces .padding(.leading, 18 PT))",0,0
2f45ae1175882bd739197580bb2f677d7551d304,ef811c8fb3c8b68cf296dbd17f172450260605ca,refactor(wenshu): v0.34 -- hover unified via .hoverWash() modifier (= Apple HIG .quaternary single source of truth),0,0
b2e483c791693082642693518a1fa3643bdd10c4,dfd4b89022ed96f20eca5db88591c2490cac42fb,refactor(wenshu): v0.34 -- editor expand/shrink + chat archive trailing buttons use PaneIconTab icon pattern + .hoverWash(),0,0
eb0d2a29e1f7d871486d03ad6ffa292395586dc6,13d01784f6e410d34288dd870ce8bfff6e399725,refactor(wenshu): v0.34 -- Lucide full replace + Card unify + unified sidebar persistence + top-bar helper,0,0
82345946cf2101124b85c7683b1e38f1c67e0f5f,754831acc077f6cb740c8a948418acabdd601b72,refactor(wenshu): v0.34 -- delete ChatZoneTopChrome wrapper (= B-02 multi-layer audit followup),0,0
b2e14f770a2c9b6e4332db5abee82e413bcaebe0,abcc5a5420a549e96b19cd5d396ecd98df1a876c,refactor(wenshu): v0.34 -- extract Notification.Name to AppNotifications.swift (= B-04 multi-call-site cleanup),0,0
8242f5e05ccdb96153748c4659a9006502314ea2,74ba4649b440fb7d09bb9128e091ce7668c0609f,docs(wenshu): v0.34 -- ComponentIndex LEVEL 7/8 refresh (= B-06 F6 SOFT cleanup),0,0
c163dc7fbb95d1c0f0f3887a5f2f84825b7a4b66,e4450661cd4b76ee02eb827c9532ba3e855eb6c2,"chore(wenshu): v0.34 -- delete dead LLMKeychain.swift (= v0.21 dead code, replaced by ProviderKeychain in v0.28)",0,0
1fe5b6c7f2503d192ed53c529199ad4d5b0e609a,b7d55bcab319b710ac9d2f01d145e116c8ea5f74,refactor(wenshu): v0.34 -- wire @AppStorage for editor expand state (= ticket 01 of 11),0,0
696c14d4f0c16a4f02830d5289ba6fa7175cc6df,7625a550511a35465e41fa3fdf101f96f3d430c4,refactor(wenshu): v0.34 -- add EditorMode enum + mode toggle (= ticket 04 of 11),0,0
38330945985087f4406eaf1ed27285350e847ae8,302191a1305d6a79cbe773977fc3bcc1563ce990,refactor(wenshu): v0.34 -- add PaneNSController.handleEditorMaximizedChanged (= ticket 02 of 11),0,0
350af96e0ba18d62780f6569b8958fc090646169,952c6ec25d9b70f7e220f48743505a4528d33cbd,fix(wenshu): v0.34 -- repair EditorExpandShrinkTrailingButton click (= ticket 03 of 11),0,0
4de81d605021681cdad2a7c4187ea3978fb0248f,00471a4f93ac0a86bed180c15e2f2ce55b9b39d7,feat(wenshu): v0.34 -- preview mode = swift-markdown + InternalLinkParser (= ticket 05 of 11),0,0
e626dce19ce0e99cf4adc4b50de1dcde7e657a40,55368b0d694c8bfe506cc0aef5eeaa3051d7f2f3,feat(wenshu): v0.34 -- BacklinksPanel in preview mode (= ticket 06 of 11),0,0
dccbd0583e3c849e3373e6bef1d36fe3c2e39d23,1aea3b96866e702789a6cd4c34cdbe3e3f02e067,feat(wenshu): v0.34 -- edit mode = TextEditor + dirty + save (= ticket 07 of 11),0,0
0837a4db12eb3792ff2d2d79423ba2195a65bf33,1933ac8c4b81764b02d46b0bf3705fb1fd454512,refactor(wenshu): v0.34 -- editor top bar toolbar layout (= ticket 08 of 11),0,0
b0230b194d90d5cb34702d8a1d760d2031591a10,0e7767d9480926e63e494218ffe40c77dd2ee818,feat(wenshu): v0.34 -- close button + dirty confirm dialog (= ticket 09 of 11),0,0
45b85e5ddfafc250b2290ba6c543bc1c16b14d56,bf46a3089516a44943d1b1b7e8fadbb3136989ce,refactor(wenshu): v0.34 -- editor hotkeys Cmd+E / Cmd+S / Cmd+W / Cmd+Shift+E (= ticket 10 of 11),0,0
6e4864bade42b99b28f09ffaf74c13a1fb805836,5af67b97b64cd0cb706639144bd120701d0504aa,docs(wenshu): v0.34 -- B-11 backlog + CONTEXT.md editor zone terms (= ticket 11 of 11),0,0
e263897efa502e9851e550b047ab0f1847aa5da8,cb93e278b575af45a656cc3e7afb41f419aac8f8,refactor(wenshu): v0.34 -- B-12 zone-toggle full-state snapshot,0,0
8b762e5c5884c7a37163e999327ad3f71c6e5d85,4328c3c03d360c13ac1ef2b4f01ca599f897cbb1,fix(wenshu): v0.34 -- B-13 wire WorkspaceView to EditorPlaceholder (= ticket toolbar dead-code fix),0,0
3d1db27c887f6d5c1e961435063f8d06fa62d841,3d47ce28c7be3c643c9ba6a2e10b9ac91b71eb37,refactor(wenshu): v0.34 -- B-14 backlinks inline label + popover (= boss 9/2 OOB),0,0
9d99818f1ceda47f2da6258e4b1f8bff060c35fa,d03b46583416241d81077df8a8a96b3101cd810b,"Revert ""refactor(wenshu): v0.34 -- B-14 backlinks inline label + popover (= boss 9/2 OOB)""",0,0
5a5fd19e947a62e6bd9940a8b0a090bd2264f142,001db5f645d6c572b37760d0e8dd62511eb561e2,refactor(wenshu): v0.34 -- B-15 chrome bottom right = backlinks count,0,0
7283875659dd6f0103c7aecef75a517fe4f98b6c,d935e85eb5bdbc434acfee57b2a0da08877f7f4d,feat(wenshu): v0.34 -- B-16 chrome bottom right = clickable backlinks popover,0,0
e9398ed9b9e2a30f557de48fc07103d05f767b56,9ca7310c272da58bed24a32255ddfbf82dfe27a2,refactor(wenshu): v0.34 -- B-17 strip 120 PT BacklinksPanel + DesignTokens padding,0,0
9a41cf738a6fdbb2fd06d8523dc099c43fe9810d,a3e8b129e56770fb6dde2316d87bbc0b9d5c8b6b,feat(wenshu): v0.34 -- B-18 wire WordCounter to chrome bottom-bar left,0,0
3fc118e3bf4898a1ae43b0e77fedc7dc4e3cf0d9,6d1003b26761135c7645170f6590bd4b23f11bf6,feat(wenshu): v0.34 -- B-20 format toolbar in editor top bar (5 MD buttons),0,0
7164e927f9d98cc1d6eff8d0fb504b420a8d96c8,972f4218e0f6008ccb71d9776b2210299d67d3de,feat(wenshu): v0.34 -- B-18 wire WordCounter to chrome bottom-bar left,0,0
80e510844b3556a37e7880c5dd0bd92b7041f458,4a7acd81828a99011a8c396720d5e855392801ed,"feat(wenshu): v0.34 -- B-21 auto-save (3-second debounce, Obsidian-style)",0,0
7996df1c5cb57189233b0d914fa302e21e409624,46fa48e0973d1a2aa5bf767bf2765be465a5cf10,refactor(wenshu): v0.34 -- B-22 auto-save on dirty→clean transitions (Apple HIG pattern),0,0
6a391fc35b108983bb4aa639509334df8d90364b,2fd0d77a89f1b23740a8ad6a26b34897fa731a8d,feat(wenshu): v0.34 -- B-23 editor zone auto-reload on external file changes,0,0
5dd83a25df5a1dc91409665ec4be0e63eebbac9c,0f746ab978fe56532780383afb02cf411a4f8b44,refactor(wenshu): v0.34 -- B-24 multi-tab data model (= EditorTab + AppState.openTabs),0,0
a600d6f744eedf5cac5c914af1e14fb52d9a7a72,ff3c47981ab2c7362216d3a6358d28d569ca8daf,refactor(wenshu): v0.34 -- B-24 complete (per-tab state migration to AppState),0,0
94ddb5be0e6d7969612e0f2ccefef5ed232eb281,5fee8e81b3da7fc699c38845280dbe6cb79f0287,fix(wenshu): v0.34 -- B-25 card double-click opens .md in editor + duplicate-tab check,0,0
c2dbe7e0d25bb9b45265731377ad449cd4d26af3,331cdb5dae4d17440e75960d0b221e19e8f00df1,fix(wenshu): v0.34 -- B-25 closure self-capture bug fix (= Swift 6 strict capture),0,0
d20b0a8b300b10c43c6582f9935ebc7114714a06,07f2d6735fa09602bb1ab4f2bbc4dd10f836361c,"docs(wenshu): v0.34 -- spec for Card-master port (11 items, 8-step Q34 chain)",0,0
13bc858be63da840d569156dbe272912f1246729,3176594e4a7515cfa1d1058eea8e7056a3ccbd19,fix(wenshu): v0.34 -- B-25 preview view reads active tab (= double-click fix root cause),0,0
b4f2c2e6b384aaaa66ed1724d450897ca2c62002,9d1a15040f6f145448afe3e1fd0809c3d0ff5e96,feat(wenshu): v0.34 -- AI thumbnail generation (Issue 02),0,0
a31fd600eb6833759a8772dbe2ee1c43532f36f7,7e450fca970d0ae80afbca2afff2c7bb3a6523dc,fix(wenshu): v0.34 -- B-26 tab bar + manual double-click latch,0,0
f629f384ff51dd5cc6f0967897b9b6e3d15988fd,e47449d1d01fadecd7125d4bef880a1f6b7e60a8,fix(wenshu): v0.34 -- B-26 always append new tab (= no replacement of active tab),0,0
1062e57406538b18afdf9852c36f47f12c055094,e6a8753b31ad5846f0f02a92fc62ded161c5abc7,fix(wenshu): v0.34 -- B-26 inlined tab bar + NSEvent double-click interval,0,0
2031a478c0cfb8d14eb96020c6189c3f0080aa3d,cde6d6906ffce3e33e53d895af5d9e4a89952bac,feat(wenshu): v0.34 -- startup readiness check (Issue 05),0,0
d90bba91f1e34d513aee27ba6c11b5482fa1b38f,7a88e4b540209dba963ed18345eff820e9a771f1,fix(wenshu): v0.34 -- user-facing error translation (Issue 06),0,0
948f79e06cd24fa1965581f8391327660e4bd1f8,c1a0b379d97083c0daa3ee586ac50e9782bcbcf2,feat(wenshu): v0.34 -- SSE streaming chat (Issue 07),0,0
2b309c98c1a988f3c573768a9cd0557bf66fba3a,6684f963487a0a8e7a0b031e5c00f094e142f9ae,fix(wenshu): v0.34 -- ChatStore.transact (Issue 08),0,0
b93d7502dfcc6b5c224390159bbb7961d3d1dac7,f338dbd533ddb8ac75c08e7847de6e4908ba3f62,fix(wenshu): v0.34 -- WikiEntityPreflight (Issue 04),0,0
ca199998c4d5a9a4a413bd5ed97a865f6d8fd483,68919aa1140d9f5e15ffbea8dda841a4ab2c3cf3,docs(wenshu): v0.34 -- upstreams.json + THIRD_PARTY_NOTICES.md (Issue 03),0,0
c8deb21bc28f04c5d539baae43b77bab4ce78d28,8177340b1abfbe4de1ee887b28e6455b542ebfd6,fix(wenshu): v0.34 -- WorkspaceStore.replaceAll (Issue 09),0,0
0d133fe38a725aa7a386e6f8de0bb55f1fde602b,a4ad64209b13384c5a404287a19d5969cf86b066,feat(wenshu): v0.34 -- CapabilityRegistry (Issue 10),0,0
63f16e93308829361ea152674822c41d2ba88dc2,cf812833b07b922d2430ee52ae4dedfd8eecbdaa,fix(wenshu): v0.34 -- notices automation (Issue 11),0,0
73ca3cc1868abd46d56068ddd2450b00fac769d4,fd0345e2a7f963bc158540c07ad7607c120abcab,docs(wenshu): v0.35 -- AGENTS.md §11 baseline rewrite + §11.2 7 LLM connector profiles + §11.3 agent interaction principle + CLAUDE.md sync (= ticket 011 of 11),0,0
982e330f11b15938e8cb675c8f546a601033af0a,50649b1e61ef26518aab4717811b0af2b2883e0b,refactor(wenshu): v0.35 -- Core/Agent/ 13 files rename into Conversation/ + Connector/ sub-directories (= ticket 001 sub-step 1 of 8),0,0
6d04628e8207175bf77bb38ec1ce9d8bf0e96afd,fc08b9f3c68516ba3d48e90865363df9042c2b6f,feat(wenshu): v0.35 -- LLMConnector protocol + ConnectorCredentials + Provider enum extended with Gemini / DeepSeek / Ollama (= ticket 001 sub-step 2 of 8),0,0
8508c02989fb8e41a5723c2dc989feabc9b806c9,61cfdfeee0f369c4fb7537bd62810c1a6dcc32a7,feat(wenshu): v0.35 -- ConversationLoop actor + LLMMessage/LLMResponse/ConversationResult types (= ticket 001 sub-step 3 of 8),0,0
dded32001b826231c439bf3c3330887c8ec1f887,8bc6a40fddfaef0ab950523e56f2f116b9a4edb6,feat(wenshu): v0.35 -- TurnContext + TurnFinalizer + TurnRetryState + MessageSanitization + MessageContent (= ticket 001 sub-step 4 of 8),0,0
30e34ff7f73d4ec632e237108dbdae27afefe784,a168b2c1fdc5c0fe22f3706d13630c2d28f4796d,feat(wenshu): v0.35 -- ToolExecutor actor + Tool protocol (= ticket 001 sub-step 5 of 8),0,0
101628994011ff02cde88b6347c64c952212592e,bfa9afcb0530334ffd278a49ff7acaded3837bbf,feat(wenshu): v0.35 -- ReadFileTool + WriteFileTool (thin async wrappers over existing Core/Tools/FileTools.swift) (= ticket 001 sub-step 6 of 8),0,0
16736eebeb8934aafa91f754bcf4a4e02f20ff83,a93d596783e16f452392d30ba69df4602494a27f,feat(wenshu): v0.35 -- MinimaxConnector (thin Anthropic-compatible wire format wrapper) = ticket 001 sub-step 7 of 8,0,0
50ca38056292076b58b9efb72d57ee78de219286,761b895a348583309c07b3a24c653d32b28a7a9f,feat(wenshu): v0.35 -- WenshuVerifier.sendViaMinimaxConnector() thin facade over new LLMConnector protocol (= ticket 001 sub-step 8 of 8),0,0
8934b31df72e8b7fd49008bc1c08d0aaf3fa5732,e7b05f91a6184b0ddbebb187ff44cd814e880658,feat(wenshu): v0.35 -- PromptCaching (= hermes prompt_caching.py port) = ticket 002 sub-step 1 of N,0,0
713d9611809d1ae7eece1efa8c45e3d1ba6f0a30,6707494491decc97dff00647d8036e0dfb2018a8,"feat(wenshu): v0.35 -- SystemPrompt (= hermes system_prompt.py port, byte-stable tier) = ticket 002 sub-step 2 of N",0,0
2ea3deb3128608c2df103c1cb0b30365f9721afd,9ce6e44ac820b99a6a9da0d259887b01475c0335,feat(wenshu): v0.35 -- Wire PromptCaching into MinimaxConnector (= cache markers on outgoing request) = ticket 002 sub-step 3 of N,0,0
52216db82db304c0fdb6d6c708287cbe6820e927,df3f77645fbbe8e939dc70086ab43deb536694af,feat(wenshu): v0.35 -- PromptCaching byte-stability e2e tests (= AGENTS.md §11.3 invariant verification) = ticket 002 sub-step 4 of N,0,0
a4d4533a0c702210dc70bcc1110fb4a16ae34e9d,ef646af99e9698249e626465a3f871c2ffd1aa1e,feat(wenshu): v0.35 -- ContextCompressor actor + CharacterBasedTokenEstimator (= deterministic compression policy) = ticket 003 sub-step 1 of N,0,0
3251d95c523dec94975474c8b8a67a605baa2492,d71e5bfbd66ca5241b43a8c465f56613b420d229,feat(wenshu): v0.35 -- ConversationCompression actor (thin wrapper over ContextCompressor + manual trigger) = ticket 003 sub-step 2 of N,0,0
dcbe93b38a22ac3cd6ae95cc85d9ab74798e9cba,90f58a0430cf1bc80ecb340bd38d6950bbbc59d9,"feat(wenshu): v0.35 -- ContextEngine facade (= hermes context_engine.py ABC port, thin wrapper) = ticket 003 sub-step 3 of N",0,0
2924ea8602e3e5721e06cd08fa3d06af1f19b890,bb2c42d55fae136445b0771d1577f667589ae3ec,feat(wenshu): v0.35 -- ContextEngine e2e tests (= ticket 003 integration verification) = ticket 003 sub-step 6 of N,0,0
e13e6e0596a3f16b0ae3549c38012eb3c218b8d6,392b30a4959b48a5dcc7a71dfc555dae6e1e0cb5,"feat(wenshu): v0.35 -- AnthropicConnector (full Anthropic-native wire format, P0) = ticket 004 sub-step 1 of N",0,0
7daa9b460ab17d8307db8e599c835cefd3306f6d,f85747de7daa7f2ee03d4d4b498ea2e609488bc1,"feat(wenshu): v0.35 -- OpenAIConnector + OpenAICompatibleConnector (P0, 4 providers) = ticket 005",0,0
25c24d5216fb4db620955b802647cad3c19ec612,13a76776061e104d71f41e44330f23a6c62f7343,"feat(wenshu): v0.35 -- LLM Connector Settings UI (7 profiles, BYOK) = ticket 006",0,0
26338fbfe4a77233fb5f32eb073e91ed9224f3f9,08935bdb7eb870207fbd43ab6b4a9b423ae37bd2,"feat(wenshu): v0.35 -- GeminiNativeConnector (Google GenAI protocol, P1) = ticket 007",0,0
2c6fa40266efa28816c9db4cfb83e3bde75502eb,d3f254fb604059ef410197d34ee7696a6d04ace1,"feat(wenshu): v0.35 -- WenshuModelCatalog (= per-provider model catalog, P2 OpenRouter metadata) = ticket 008",0,0
4342c0356bcd1d5b8ab8a988286cd9cadd666eb9,3b8c51eb517dd36c683a44d8ff8abaa01d053964,feat(wenshu): v0.35 -- Memory subsystem thin adapter + Settings view + DynamicZone panel = ticket 009,0,0
aec234f03a6ed3cda227c28bfc404d00794fa520,dad21392fb00a67d259c524470dbbe177918b9e3,feat(wenshu): v0.35 -- Skill subsystem thin adapter + Settings view + /command parser = ticket 010,0,0
dac2d06ece9180082542b066a8d4bfe3f90d994b,56897cf5b00a03bdd4aeb98fc405e26f31247d18,"feat(wenshu): v0.35 -- Activate ChatView compression pill + manual button (act-1, DesignTokens compliant) = ticket 003 sub-step 4+5",0,0
128b1ec543894cc4950dbf99f1d730a30d906037,22aac34b7684859f9a1db179a76a1542bec0504b,"feat(wenshu): v0.35 -- AgentSettingsView (3-pane settings, DesignTokens compliant) = activation act-2-fix",0,0
6ddb64f8052b4e7cea904dc06fd4a70b1b2de40b,6527a21791c742688915f2717fd97b8608130b97,feat(wenshu): v0.35 -- DynamicZoneMemoryPanel (DesignTokens compliant) = activation act-3-fix,0,0
e254b4f51906d63f4eb3c9a21cd9ba6921102bf9,160d05f09f622647a4dadfe5a89b3450f4bc3055,"fix(wenshu): v0.35 -- DynamicZoneMemoryPanel: use .continuous corner style (Apple HIG standard, no magic)",0,0
32d2f9210be3fe6603520cc5b9032bbecb740d95,53086f4e73a3dad43ec72aa08cc99736f8d34984,fix(wenshu): v0.35 -- ConnectorProfileRow: DesignTokens compliant + replace *** with $profile.apiKey (tokenize auth field),0,0
cfa778020c00a5e12c77fbb0915c844d3589ad9b,b0d68314bedd984f861af6ce283ad5d59eb38b45,fix(wenshu): v0.35 -- ConnectorAuthField + LLMConnectorSettingsView: DesignTokens compliant (iron rule 6),0,0
f9f6d0517b84037884c0ad080f45f10a0b1519bc,3f1ac7aee066b5b0beff6689b035361851f052c8,fix(wenshu): v0.35 -- Memory/Skills settings views: DesignTokens compliant (iron rule 6),0,0
c91feff0760f3bc8238e3b81f99d9da4acf77550,7c978af0de39991c9a9ddf7c77be87c92301bd91,fix(wenshu): v0.35 -- Tokenize 3 remaining cornerRadius magic numbers (Apple HIG small-chip standard),0,0
b90635ea8f86ade859e4122f55bd752e693e5cd3,c5a05ce4d73c68cccc561df48e2f677452c7e439,fix(wenshu): v0.35 -- DynamicZoneMemoryPanel: tokenize final cornerRadius: 3 (= Apple HIG small-chip standard),0,0
9e3e893879a40ca205cc72938555226ab44d06cc,2610db0a592426aeb885cc8f5269bd6ad921844b,feat(wenshu): v0.35 -- ticket 003 sub-step 5: manualCompress actually overwrites vm.messages (REAL compression round-trip),0,0
fd543589f94a373fbb1eae8ea44d279d38508e45,922d7bb7d56f5a4db939423a1fbd8f04a4f8d50c,fix(wenshu): v0.35 -- Tests: fix ToolExecutorTests swift walrus operator typo + remove orphaned TipTests,0,0
dca679c794fbadbea83fde0e488aa19b5231ad49,a5c17a4c607703783e116ebe7755a5a6275bc7a9,docs(wenshu): v0.35 -- domain-model step 1/6: CONTEXT.md v0.35 agent subsystem glossary,0,0
274dd162093f0de10d7515a7d412f1825b53da8e,aeb44a39fbaf21d8b18dee0e6841342e07f5bf4c,docs(wenshu): v0.35 -- domain-model step 2/6: ADR-0008 7-connector BYOK architecture,0,0
ddc91fb34fdf9e24740adda2a20af0aa2dd4f4ce,a1845c78f3085bb3724b0853b26537d657942ec3,"docs(wenshu): v0.35 -- domain-model step 3/6: ADR-0009 wenshu-side wins (hermes port is thin adapter, NOT replacement)",0,0
